x,y,Altitude
-53.83062417,-25.10969317,666.1
-53.83058333,-25.109708,666.1
-53.83054233,-25.10972283,666
-53.83054233,-25.10972283,666
-53.83046083,-25.10975367,666.1
-53.83041983,-25.1097695,666.1
-53.830379,-25.10978617,666.1
-53.83033817,-25.10980367,666.1
-53.83029833,-25.10982083,666
-53.83029833,-25.10982083,666
-53.83021983,-25.1098585,665.9
-53.83018117,-25.10987917,665.8
-53.830145,-25.10989917,665.7
-53.830145,-25.10989917,665.7
-53.8300735,-25.1099415,665.3
-53.83003717,-25.10996317,665.1
-53.83000117,-25.10998467,665.1
-53.83000117,-25.10998467,665.1
-53.82993133,-25.1100275,665
-53.82993133,-25.1100275,665
-53.82986583,-25.1100745,665
-53.82983483,-25.11010033,665
-53.82980317,-25.110126,665.1
-53.82977183,-25.11015117,665.1
-53.82974317,-25.1101755,665
-53.8297155,-25.11019917,665
-53.829687,-25.11022233,664.9
-53.82966167,-25.110242,664.9
-53.82964133,-25.11025683,665
-53.82962667,-25.11026767,665.1
-53.8296165,-25.1102755,665.2
-53.8296165,-25.1102755,665.2
-53.82959217,-25.1102915,665.2
-53.82959217,-25.1102915,665.2
-53.8295625,-25.11031667,665.2
-53.829554,-25.11033017,665.2
-53.8295495,-25.11034383,665
-53.8295495,-25.11034383,665
-53.82955167,-25.1103735,664.7
-53.82955167,-25.1103735,664.7
-53.829573,-25.110399,664.1
-53.82958967,-25.11040533,663.9
-53.82960633,-25.1104075,663.7
-53.82960633,-25.1104075,663.7
-53.82963517,-25.11039967,662.9
-53.82964733,-25.110393,663
-53.8296585,-25.11038367,663
-53.82967217,-25.11037083,663
-53.82968917,-25.11035383,663
-53.82970983,-25.1103345,663.1
-53.82973217,-25.11031417,663.2
-53.82975533,-25.1102945,663.1
-53.82977833,-25.11027533,663.2
-53.82980183,-25.1102565,663.2
-53.82982267,-25.11024017,663.3
-53.82984383,-25.11022417,663.3
-53.82987067,-25.110205,663.3
-53.82987067,-25.110205,663.3
-53.82994117,-25.11015683,663.2
-53.82997817,-25.11013167,663.2
-53.83001567,-25.11010633,663.2
-53.83001567,-25.11010633,663.2
-53.83009183,-25.11005867,663
-53.83013083,-25.11003567,663
-53.8301705,-25.11001417,662.9
-53.83021067,-25.10999333,663
-53.83025083,-25.109973,663.1
-53.83025083,-25.109973,663.1
-53.83033333,-25.10993383,663.5
-53.83033333,-25.10993383,663.5
-53.8304185,-25.1099,663.8
-53.8304185,-25.1099,663.8
-53.8305045,-25.1098675,664
-53.83054717,-25.109851,664.1
-53.83059033,-25.1098355,664.2
-53.8306335,-25.10981967,664.2
-53.830677,-25.10980433,664.3
-53.83072067,-25.1097895,664.3
-53.8307645,-25.109775,664.2
-53.83080833,-25.10976067,664.1
-53.83085283,-25.10974683,664.1
-53.83089733,-25.10973367,663.8
-53.8309415,-25.1097205,663.7
-53.83098533,-25.1097075,663.6
-53.83102983,-25.1096955,663.6
-53.83107417,-25.10968383,663.5
-53.83111883,-25.1096725,663.4
-53.83111883,-25.1096725,663.4
-53.8312085,-25.1096505,663.4
-53.83125367,-25.10964017,663.4
-53.83129867,-25.10963033,663.3
-53.83134383,-25.109621,663.4
-53.83138917,-25.1096115,663.4
-53.8314345,-25.10960233,663.5
-53.83147933,-25.10959333,663.5
-53.83147933,-25.10959333,663.5
-53.8315685,-25.10957167,663.4
-53.831613,-25.10956033,663.4
-53.83165817,-25.10955033,663.5
-53.831703,-25.10953933,663.4
-53.8317475,-25.10952833,663.4
-53.83179217,-25.109518,663.3
-53.8318365,-25.1095075,663.3
-53.8318805,-25.10949567,663.2
-53.83192417,-25.10948283,663.2
-53.8319675,-25.1094685,663.2
-53.8320105,-25.10945283,663.2
-53.83205317,-25.10943617,663.3
-53.8320955,-25.10941917,663.2
-53.8320955,-25.10941917,663.2
-53.83217867,-25.10938167,663.3
-53.83221967,-25.10936217,663.2
-53.83225983,-25.10934133,663.2
-53.832299,-25.10931917,663.1
-53.83233783,-25.10929633,663.1
-53.83233783,-25.10929633,663.1
-53.83241317,-25.10924833,663
-53.83241317,-25.10924833,663
-53.83248533,-25.10919583,662.9
-53.83252083,-25.10916867,662.9
-53.83255617,-25.10914133,662.8
-53.8325905,-25.10911333,663
-53.83262417,-25.10908467,663.1
-53.83265717,-25.10905517,663.2
-53.832689,-25.10902433,663.3
-53.83272,-25.10899283,663.3
-53.8327495,-25.10896017,663.3
-53.83277833,-25.10892683,663.4
-53.83280517,-25.1088925,663.5
-53.832831,-25.10885767,663.5
-53.832857,-25.10882267,663.6
-53.832857,-25.10882267,663.6
-53.832908,-25.10875267,663.7
-53.832908,-25.10875267,663.7
-53.83295867,-25.108682,663.8
-53.83298383,-25.10864667,663.7
-53.833009,-25.10861117,663.7
-53.83303383,-25.10857517,663.6
-53.8330585,-25.10853867,663.5
-53.8330585,-25.10853867,663.5
-53.8331125,-25.10846933,663.6
-53.83314267,-25.10843683,663.6
-53.83317583,-25.1084065,663.5
-53.83317583,-25.1084065,663.5
-53.83324983,-25.108354,663.7
-53.83324983,-25.108354,663.7
-53.83333817,-25.1083255,663.8
-53.83338467,-25.1083225,663.8
-53.83343117,-25.10832683,663.8
-53.83343117,-25.10832683,663.8
-53.83352267,-25.10834417,663.8
-53.83352267,-25.10834417,663.8
-53.83361517,-25.10835817,663.7
-53.83366167,-25.10836567,663.7
-53.833708,-25.10837317,663.7
-53.83374917,-25.10837883,663.7
-53.83378933,-25.1083835,663.7
-53.83383033,-25.1083885,663.6
-53.83387233,-25.10839283,663.5
-53.83391433,-25.108397,663.5
-53.833956,-25.1083985,663.5
-53.833956,-25.1083985,663.5
-53.834039,-25.108393,663.6
-53.834039,-25.108393,663.6
-53.83411583,-25.1083765,663.7
-53.83415367,-25.10836567,663.9
-53.83419117,-25.108353,663.9
-53.83422767,-25.10833867,664.1
-53.83426317,-25.10832317,664.3
-53.83429867,-25.1083065,664.4
-53.83433217,-25.10828717,664.5
-53.83436267,-25.108267,664.7
-53.8343915,-25.108245,664.9
-53.83441933,-25.1082205,665
-53.83444567,-25.108194,665
-53.83444567,-25.108194,665
-53.83449383,-25.10813617,664.9
-53.83449383,-25.10813617,664.9
-53.8345345,-25.10807717,664.9
-53.8345345,-25.10807717,664.9
-53.83456417,-25.10801533,664.9
-53.83456417,-25.10801533,664.9
-53.83458517,-25.10795083,664.8
-53.83458517,-25.10795083,664.8
-53.83459833,-25.10788733,665.2
-53.83459833,-25.10788733,665.2
-53.8346025,-25.10784117,665
-53.834602,-25.1078195,664.9
-53.83459867,-25.107797,664.8
-53.83459867,-25.107797,664.8
-53.83458717,-25.1077555,665
-53.834582,-25.10774,665
-53.83457867,-25.1077235,664.7
-53.83457867,-25.1077235,664.7
-53.834585,-25.10768917,664.5
-53.83459483,-25.1076745,664.3
-53.83461117,-25.10766383,664.3
-53.83461117,-25.10766383,664.3
-53.83465167,-25.107656,663.7
-53.83465167,-25.107656,663.7
-53.8346895,-25.10767117,663.5
-53.83470817,-25.10768717,663.3
-53.83472333,-25.1077085,663.4
-53.83472333,-25.1077085,663.4
-53.834741,-25.10775667,663.4
-53.834741,-25.10775667,663.4
-53.83475317,-25.1078065,663.3
-53.83475317,-25.1078065,663.3
-53.83476517,-25.1078595,663.4
-53.83476517,-25.1078595,663.4
-53.83477033,-25.10790917,663.1
-53.83477033,-25.10790917,663.1
-53.8347655,-25.10796783,663.1
-53.8347655,-25.10796783,663.1
-53.83474517,-25.10803467,663.2
-53.83474517,-25.10803467,663.2
-53.8347125,-25.108101,663.2
-53.8347125,-25.108101,663.2
-53.83466533,-25.10816633,663.1
-53.83466533,-25.10816633,663.1
-53.83460967,-25.10822683,663
-53.83460967,-25.10822683,663
-53.834549,-25.10828217,663
-53.834549,-25.10828217,663
-53.83448233,-25.108331,662.7
-53.83448233,-25.108331,662.7
-53.83441333,-25.10837167,662.7
-53.83441333,-25.10837167,662.7
-53.834343,-25.1084055,662.8
-53.834343,-25.1084055,662.8
-53.83426817,-25.1084295,662.7
-53.83426817,-25.1084295,662.7
-53.834191,-25.108446,662.6
-53.834191,-25.108446,662.6
-53.83410967,-25.10845683,662.7
-53.83410967,-25.10845683,662.7
-53.83402667,-25.10846317,662.7
-53.83402667,-25.10846317,662.7
-53.83394383,-25.1084625,662.5
-53.83394383,-25.1084625,662.5
-53.83386167,-25.10845833,662.4
-53.83386167,-25.10845833,662.4
-53.8337805,-25.10845,662.1
-53.8337805,-25.10845,662.1
-53.83369767,-25.10844033,662
-53.83369767,-25.10844033,662
-53.83361483,-25.10842867,662
-53.83357383,-25.10842283,662.1
-53.83353233,-25.10841767,662
-53.83353233,-25.10841767,662
-53.83344817,-25.10840933,662
-53.83344817,-25.10840933,662
-53.83336417,-25.10840867,662
-53.83336417,-25.10840867,662
-53.83328833,-25.10843083,661.9
-53.83328833,-25.10843083,661.9
-53.83322117,-25.10847267,662.1
-53.83319417,-25.108501,662.2
-53.8331715,-25.10853317,661.9
-53.8331715,-25.10853317,661.9
-53.8331295,-25.1086005,661.8
-53.8331295,-25.1086005,661.8
-53.83308867,-25.1086695,661.7
-53.83306867,-25.10870417,661.7
-53.83304983,-25.10873917,661.6
-53.83302983,-25.10877333,661.6
-53.83300867,-25.10880667,661.7
-53.83300867,-25.10880667,661.7
-53.83296467,-25.10887167,661.5
-53.83296467,-25.10887167,661.5
-53.83291717,-25.1089315,661.5
-53.83289267,-25.10896017,661.4
-53.83286767,-25.10899,661.4
-53.83284217,-25.10902,661.3
-53.83281517,-25.10904917,661.3
-53.83278683,-25.1090775,661.3
-53.83275833,-25.1091065,661.2
-53.8327295,-25.10913567,661.1
-53.8327005,-25.10916517,661.1
-53.83266983,-25.10919283,661.2
-53.83263867,-25.10922033,661.3
-53.83260717,-25.1092475,661.5
-53.83257567,-25.10927433,661.5
-53.83257567,-25.10927433,661.5
-53.8325095,-25.10932667,661.5
-53.8325095,-25.10932667,661.5
-53.83243967,-25.10937367,661.6
-53.8324035,-25.10939617,661.6
-53.83236683,-25.10941767,661.5
-53.83236683,-25.10941767,661.5
-53.83229233,-25.10945917,661.6
-53.83229233,-25.10945917,661.6
-53.832215,-25.10950267,661.4
-53.832215,-25.10950267,661.4
-53.83213483,-25.10954167,661.3
-53.83209367,-25.10955767,661.2
-53.8320515,-25.10957183,661.3
-53.83200933,-25.10958617,661.4
-53.83196683,-25.10960017,661.3
-53.83196683,-25.10960017,661.3
-53.831881,-25.10962733,661.3
-53.831881,-25.10962733,661.3
-53.831796,-25.1096535,661.3
-53.831796,-25.1096535,661.3
-53.83171017,-25.10967567,661.4
-53.83171017,-25.10967567,661.4
-53.83162217,-25.109695,661.2
-53.83162217,-25.109695,661.2
-53.8315345,-25.1097145,661.1
-53.8315345,-25.1097145,661.1
-53.8314465,-25.1097335,661
-53.8314465,-25.1097335,661
-53.8313585,-25.10975333,660.7
-53.8313585,-25.10975333,660.7
-53.83127117,-25.1097735,660.7
-53.83127117,-25.1097735,660.7
-53.831184,-25.109796,660.6
-53.831184,-25.109796,660.6
-53.83109717,-25.10981967,660.7
-53.83109717,-25.10981967,660.7
-53.83101133,-25.1098445,660.6
-53.83101133,-25.1098445,660.6
-53.83092533,-25.10986767,660.5
-53.83092533,-25.10986767,660.5
-53.83084,-25.10988983,660.6
-53.83084,-25.10988983,660.6
-53.830755,-25.1099145,660.7
-53.830755,-25.1099145,660.7
-53.83067117,-25.10993967,660.8
-53.8306335,-25.10995267,660.7
-53.83059667,-25.10996583,660.7
-53.83059667,-25.10996583,660.7
-53.83052467,-25.109996,660.8
-53.83048817,-25.11001267,660.8
-53.83045133,-25.11002933,660.8
-53.83041483,-25.11004633,660.7
-53.8303795,-25.1100645,660.7
-53.83034433,-25.11008283,660.6
-53.830309,-25.11010183,660.6
-53.830309,-25.11010183,660.6
-53.83023917,-25.110142,660.7
-53.83020583,-25.11016383,660.5
-53.83017267,-25.110186,660.3
-53.83017267,-25.110186,660.3
-53.83011267,-25.11022567,660.1
-53.83011267,-25.11022567,660.1
-53.83007417,-25.11024967,660.1
-53.83007417,-25.11024967,660.1
-53.83003483,-25.11027567,660.3
-53.83003483,-25.11027567,660.3
-53.82999217,-25.11030767,660.3
-53.8299695,-25.1103225,660.3
-53.82994617,-25.11033683,660.5
-53.8299235,-25.110352,660.6
-53.82990067,-25.11036733,660.7
-53.82987917,-25.110384,660.7
-53.82985967,-25.11040083,660.7
-53.8298405,-25.1104175,660.7
-53.82982317,-25.11043233,660.8
-53.829807,-25.11044533,660.8
-53.82979117,-25.11045867,660.7
-53.82979117,-25.11045867,660.7
-53.82976733,-25.110483,660.7
-53.82976733,-25.110483,660.7
-53.82975017,-25.11050833,660.5
-53.82974383,-25.1105225,660.4
-53.82973783,-25.11053483,660.5
-53.82973283,-25.1105445,660.5
-53.82973067,-25.11055083,660.5
-53.82973067,-25.11055083,660.5
-53.82972967,-25.11056383,660.4
-53.82972967,-25.11056383,660.4
-53.82973067,-25.11059117,660.7
-53.82973267,-25.11060633,660.6
-53.82973883,-25.110618,660.4
-53.82974667,-25.110628,660.4
-53.82976,-25.11063633,660.3
-53.8297755,-25.11064117,660.2
-53.82978983,-25.11064,660.1
-53.8298015,-25.11063583,659.9
-53.829812,-25.11063067,660
-53.829812,-25.11063067,660
-53.82983567,-25.11061217,660.3
-53.82984867,-25.11059983,660.3
-53.82986383,-25.11058667,660.4
-53.82986383,-25.11058667,660.4
-53.82989567,-25.11056267,660.5
-53.8299145,-25.11054733,660.4
-53.82993467,-25.11053117,660.6
-53.82993467,-25.11053117,660.6
-53.8299795,-25.110497,660.8
-53.8299795,-25.110497,660.8
-53.830027,-25.11046117,660.8
-53.830027,-25.11046117,660.8
-53.83007717,-25.11042333,661
-53.83007717,-25.11042333,661
-53.83014283,-25.11037883,661
-53.83014283,-25.11037883,661
-53.83021033,-25.1103355,660.8
-53.83024333,-25.11031367,661
-53.830278,-25.11029383,661.3
-53.830278,-25.11029383,661.3
-53.83034617,-25.110255,661.3
-53.83038067,-25.11023567,661.3
-53.83041633,-25.11021733,661.3
-53.83041633,-25.11021733,661.3
-53.830488,-25.1101825,661.2
-53.830488,-25.1101825,661.2
-53.83055967,-25.1101485,661.2
-53.83055967,-25.1101485,661.2
-53.83063383,-25.11011767,661.2
-53.83063383,-25.11011767,661.2
-53.83070967,-25.11008917,661.2
-53.83070967,-25.11008917,661.2
-53.83078533,-25.1100635,661.3
-53.83078533,-25.1100635,661.3
-53.83086167,-25.11003883,661.6
-53.83086167,-25.11003883,661.6
-53.83093917,-25.1100155,661.8
-53.83093917,-25.1100155,661.8
-53.83101683,-25.10999383,661.9
-53.83101683,-25.10999383,661.9
-53.83109533,-25.10997483,661.9
-53.83109533,-25.10997483,661.9
-53.83117467,-25.10995583,662
-53.83117467,-25.10995583,662
-53.831254,-25.1099385,662.1
-53.831254,-25.1099385,662.1
-53.83133283,-25.10992083,662.1
-53.83133283,-25.10992083,662.1
-53.831412,-25.109903,662.3
-53.831412,-25.109903,662.3
-53.83149067,-25.10988467,662.5
-53.83149067,-25.10988467,662.5
-53.83157017,-25.10986683,662.6
-53.83161333,-25.10985767,662.5
-53.8316565,-25.109847,662.7
-53.8316565,-25.109847,662.7
-53.8317415,-25.10982467,662.7
-53.8317415,-25.10982467,662.7
-53.83182783,-25.109801,662.5
-53.83182783,-25.109801,662.5
-53.83191283,-25.10977567,662.4
-53.83195633,-25.10976367,662.4
-53.83199933,-25.10975167,662.4
-53.83199933,-25.10975167,662.4
-53.83204167,-25.10973867,662.2
-53.8320835,-25.10972433,662.1
-53.83216733,-25.109693,662.1
-53.83216733,-25.109693,662.1
-53.83224783,-25.10965717,662.1
-53.83224783,-25.10965717,662.1
-53.8323275,-25.10961967,661.8
-53.8323275,-25.10961967,661.8
-53.83240467,-25.1095775,661.7
-53.83240467,-25.1095775,661.7
-53.832442,-25.10955533,661.8
-53.83248017,-25.10953283,661.8
-53.83255233,-25.1094845,661.7
-53.83255233,-25.1094845,661.7
-53.8326225,-25.109433,661.7
-53.8326225,-25.109433,661.7
-53.83265717,-25.10940617,661.7
-53.83269183,-25.109379,661.8
-53.83272583,-25.10935167,661.8
-53.8327585,-25.10932333,661.8
-53.83278967,-25.10929383,661.8
-53.83282017,-25.10926367,661.9
-53.8328805,-25.10920183,662.1
-53.8328805,-25.10920183,662.1
-53.83290967,-25.10917067,662.2
-53.83293883,-25.10913933,662.2
-53.83299533,-25.10907467,662.5
-53.83299533,-25.10907467,662.5
-53.83302183,-25.10904133,662.4
-53.833048,-25.10900783,662.3
-53.83309867,-25.10894083,662.4
-53.83309867,-25.10894083,662.4
-53.8331475,-25.10887183,662.1
-53.8331475,-25.10887183,662.1
-53.83317133,-25.10883633,662.1
-53.8331945,-25.10880117,662
-53.83324283,-25.1087345,662.1
-53.83324283,-25.1087345,662.1
-53.83329817,-25.10867133,662.1
-53.83329817,-25.10867133,662.1
-53.833371,-25.10862333,661.7
-53.833371,-25.10862333,661.7
-53.83345683,-25.10860317,661.8
-53.83345683,-25.10860317,661.8
-53.83350133,-25.10860367,661.8
-53.83354533,-25.108608,661.6
-53.833588,-25.10861467,661.6
-53.83367417,-25.10862617,661.4
-53.83371767,-25.10863183,661.4
-53.83371767,-25.10863183,661.4
-53.83380483,-25.10864283,661.5
-53.83380483,-25.10864283,661.5
-53.83384867,-25.10864833,661.6
-53.83389183,-25.10865367,661.6
-53.83397833,-25.1086615,661.6
-53.83402167,-25.108664,661.6
-53.83402167,-25.108664,661.6
-53.8340655,-25.10866417,661.8
-53.83415267,-25.10865867,662
-53.83415267,-25.10865867,662
-53.834196,-25.1086535,662
-53.83423933,-25.10864683,662
-53.83428283,-25.10863817,662
-53.83432633,-25.10862867,662
-53.83436867,-25.10861767,661.9
-53.83440983,-25.10860433,661.9
-53.83448967,-25.10857183,661.9
-53.83448967,-25.10857183,661.9
-53.8345275,-25.10855283,661.8
-53.83456383,-25.10853133,661.7
-53.834631,-25.108485,661.8
-53.834631,-25.108485,661.8
-53.83468433,-25.10844033,661.9
-53.83468433,-25.10844033,661.9
-53.834738,-25.10839117,661.9
-53.834738,-25.10839117,661.9
-53.83476433,-25.10836567,661.9
-53.83478983,-25.1083395,661.8
-53.8348375,-25.10828517,661.9
-53.8348375,-25.10828517,661.9
-53.83488133,-25.10822833,662.1
-53.83488133,-25.10822833,662.1
-53.8349135,-25.10817617,662
-53.8349135,-25.10817617,662
-53.8349265,-25.10815017,662
-53.834938,-25.108123,662.1
-53.83495533,-25.10806633,662.4
-53.83495533,-25.10806633,662.4
-53.8349615,-25.108009,662.6
-53.8349615,-25.108009,662.6
-53.834964,-25.10796783,662.6
-53.834964,-25.10796783,662.6
-53.83496183,-25.10794883,662.9
-53.83496,-25.10792883,663
-53.83495533,-25.10789,663
-53.83495533,-25.10789,663
-53.83495317,-25.10785533,663
-53.83495317,-25.10785533,663
-53.83495283,-25.10783783,662.9
-53.83495083,-25.10782267,662.6
-53.83494683,-25.1077955,662.7
-53.83494683,-25.1077955,662.7
-53.8349455,-25.10778483,662.7
-53.8349455,-25.1077735,662.8
-53.83494833,-25.107762,662.8
-53.83495617,-25.10775217,662.8
-53.83496733,-25.10774433,662.6
-53.83498,-25.1077375,662.5
-53.83499433,-25.10773383,662.5
-53.83500883,-25.10773383,662.5
-53.83502317,-25.10773767,662.2
-53.83503717,-25.1077465,662
-53.83504883,-25.10775967,661.9
-53.83505933,-25.10777483,661.9
-53.83506733,-25.10779217,661.9
-53.83507017,-25.10780783,661.9
-53.8350735,-25.10782583,661.9
-53.8350775,-25.10784917,661.7
-53.8350815,-25.10787517,661.5
-53.83508433,-25.10790133,661.5
-53.83508583,-25.10792567,661.4
-53.83508617,-25.10795183,661.4
-53.83508383,-25.1079825,661.3
-53.835078,-25.1080165,661.2
-53.83505783,-25.1080835,661.2
-53.83505783,-25.1080835,661.2
-53.83504433,-25.10811583,661.2
-53.8350295,-25.10814717,661
-53.83501367,-25.108178,661
-53.8349955,-25.10820833,661
-53.83497717,-25.10823817,661.1
-53.83496,-25.108268,661.2
-53.83493933,-25.10829617,661.3
-53.8349185,-25.108325,661.2
-53.83489683,-25.10835267,661.2
-53.8348745,-25.10837983,661.3
-53.83485267,-25.1084065,661.3
-53.83483033,-25.108433,661.3
-53.83480683,-25.1084585,661.2
-53.8347835,-25.10848417,661.2
-53.83475883,-25.10850833,661.1
-53.834734,-25.1085315,661.1
-53.834707,-25.10855583,661
-53.8346785,-25.108581,660.9
-53.83464917,-25.10860533,660.9
-53.834619,-25.10862683,660.9
-53.83458867,-25.108647,661
-53.83455683,-25.10866567,661.1
-53.83452367,-25.10868317,661.1
-53.83449033,-25.10869933,661.1
-53.83442267,-25.10872883,660.7
-53.83442267,-25.10872883,660.7
-53.83438817,-25.10874317,660.7
-53.83435183,-25.1087565,660.6
-53.8343155,-25.10876733,660.5
-53.83427883,-25.108776,660.2
-53.83424167,-25.10878217,660
-53.8342045,-25.10878767,659.9
-53.83412817,-25.10879333,660
-53.83412817,-25.10879333,660
-53.8340905,-25.10879317,660
-53.834052,-25.10879167,660.3
-53.83401267,-25.10878933,660.5
-53.83397333,-25.10878433,660.7
-53.83389533,-25.10876983,660.5
-53.83389533,-25.10876983,660.5
-53.83385567,-25.10876233,660.2
-53.83381633,-25.10875317,660
-53.833738,-25.10873433,659.6
-53.833738,-25.10873433,659.6
-53.83369883,-25.108725,659.6
-53.8336595,-25.10871583,659.4
-53.83357967,-25.10869967,659.2
-53.83357967,-25.10869967,659.2
-53.83349883,-25.10869917,658.9
-53.83349883,-25.10869917,658.9
-53.833459,-25.10870583,658.7
-53.8334215,-25.1087175,659
-53.83338783,-25.1087345,659.2
-53.83335833,-25.1087585,659.4
-53.833308,-25.108817,659.5
-53.833308,-25.108817,659.5
-53.83328267,-25.10884617,659.6
-53.83325817,-25.10887633,659.7
-53.83323533,-25.10890767,659.7
-53.83321317,-25.10893967,659.7
-53.83319017,-25.1089715,659.6
-53.83316617,-25.10900633,659.6
-53.83314267,-25.10904283,659.6
-53.83311933,-25.10907933,659.4
-53.83309567,-25.109116,659.4
-53.83307017,-25.109152,659.3
-53.83304367,-25.10918733,659.1
-53.833017,-25.10922283,659
-53.83298817,-25.10925667,659
-53.83295883,-25.10929067,658.9
-53.832929,-25.10932483,659
-53.832898,-25.109358,659
-53.83286683,-25.10939067,659
-53.83283383,-25.10942183,658.9
-53.8328,-25.1094525,658.9
-53.83276567,-25.10948233,658.8
-53.832731,-25.10951167,658.9
-53.83269533,-25.10954,659
-53.83265883,-25.1095675,659
-53.832622,-25.1095945,659.1
-53.83258483,-25.10962133,659.1
-53.832547,-25.10964767,659.2
-53.83250783,-25.10967217,659.1
-53.8324685,-25.109696,659.3
-53.8324295,-25.1097195,659.5
-53.83238983,-25.10974217,659.5
-53.83234967,-25.10976383,659.5
-53.83230867,-25.10978417,659.6
-53.83226633,-25.1098025,659.7
-53.83222383,-25.10982033,659.8
-53.8321805,-25.10983717,659.7
-53.8321365,-25.10985333,659.8
-53.83209267,-25.10986883,659.7
-53.83204867,-25.10988483,659.7
-53.83200367,-25.1099005,659.7
-53.83195833,-25.10991433,659.4
-53.83191333,-25.1099275,659.4
-53.831868,-25.10993933,659.4
-53.83177767,-25.10996417,659.3
-53.83177767,-25.10996417,659.3
-53.83173233,-25.1099765,659.1
-53.83168717,-25.10998867,659
-53.83164233,-25.110001,658.9
-53.8315975,-25.11001317,658.7
-53.8315525,-25.11002517,658.5
-53.83150717,-25.110037,658.4
-53.83146167,-25.1100495,658.4
-53.83141617,-25.11006067,658.3
-53.83132567,-25.1100825,658.3
-53.83132567,-25.1100825,658.3
-53.83128,-25.11009383,658.3
-53.83123483,-25.11010583,658.3
-53.83118983,-25.110118,658.3
-53.8311445,-25.1101305,658
-53.83109983,-25.11014383,658.1
-53.83105517,-25.11015617,658.1
-53.8310105,-25.11016933,658
-53.83096517,-25.11018367,658.1
-53.83092067,-25.11019867,658.1
-53.83087583,-25.11021417,658
-53.8308315,-25.1102305,658
-53.830787,-25.11024633,658.2
-53.83074383,-25.11026267,658.3
-53.830701,-25.11027983,658.3
-53.8306575,-25.11029783,658.5
-53.83061633,-25.1103175,658.5
-53.83057883,-25.110336,658.5
-53.83054517,-25.11035367,658.5
-53.83051183,-25.11037117,658.5
-53.83047867,-25.1103895,658.5
-53.83044633,-25.11040817,658.5
-53.8304135,-25.11042683,658.5
-53.83038,-25.11044533,658.5
-53.83034683,-25.11046433,658.4
-53.8303145,-25.11048417,658.3
-53.8302835,-25.110505,658.2
-53.83025267,-25.11052583,658.1
-53.83022167,-25.11054633,658.1
-53.83019017,-25.1105665,658
-53.83015867,-25.11058633,658
-53.83012717,-25.11060633,657.9
-53.83009583,-25.11062633,657.8
-53.83006667,-25.11064567,657.8
-53.83004317,-25.11066167,657.7
-53.83002567,-25.11067283,657.8
-53.83001367,-25.11068083,657.7
-53.83000183,-25.11068833,657.7
-53.82998917,-25.11069867,657.7
-53.82997833,-25.11071033,657.7
-53.82997033,-25.11072067,657.6
-53.82996467,-25.11073083,657.5
-53.82996017,-25.11074267,657.4
-53.82995733,-25.11075233,657.3
-53.82995467,-25.11076183,657.3
-53.829952,-25.11077067,657.2
-53.829949,-25.1107795,657.2
-53.829946,-25.11079017,657.5
-53.829946,-25.11079017,657.5
-53.82994517,-25.11080167,657.7
-53.82994517,-25.11080167,657.7
-53.8299475,-25.11081217,657.8
-53.82995233,-25.11082283,658
-53.829969,-25.11083983,658.4
-53.829969,-25.11083983,658.4
-53.829979,-25.11084467,658.5
-53.82999067,-25.11084767,658.8
-53.830014,-25.1108455,658.3
-53.830014,-25.1108455,658.3
-53.83002367,-25.11084133,658.3
-53.83003017,-25.11083733,658.5
-53.830034,-25.11083433,659
-53.8300365,-25.1108335,659
-53.83003683,-25.110833,659.1
-53.8300365,-25.110833,659.1
-53.8300365,-25.11083283,659.2
-53.8300365,-25.11083233,659.3
-53.83003667,-25.11083217,659.2
-53.8300365,-25.11083233,659.3
-53.8300365,-25.11083233,659.3
-53.8300365,-25.11083233,659.3
-53.83003633,-25.1108325,659.4
-53.83003617,-25.1108325,659.4
-53.83003617,-25.11083283,659.4
-53.83003633,-25.11083283,659.4
-53.8300365,-25.11083283,659.4
-53.83003667,-25.110833,659.4
-53.83003683,-25.11083283,659.4
-53.830037,-25.11083283,659.4
-53.83003717,-25.110833,659.4
-53.83003733,-25.110833,659.4
-53.8300375,-25.11083317,659.4
-53.8300375,-25.11083317,659.4
-53.8300375,-25.11083317,659.3
-53.83003767,-25.11083317,659.3
-53.83003767,-25.11083317,659.2
-53.830038,-25.110833,659.2
-53.83003817,-25.11083283,659.2
-53.83003833,-25.11083283,659.2
-53.8300385,-25.11083283,659.2
-53.8300385,-25.11083267,659.2
-53.83003883,-25.1108325,659.1
-53.83003917,-25.11083233,659.1
-53.83003933,-25.11083217,659
-53.8300395,-25.110832,659
-53.83003967,-25.11083183,658.9
-53.83004,-25.11083183,658.9
-53.83004017,-25.11083183,658.9
-53.83004017,-25.110832,658.8
-53.83004017,-25.11083183,658.9
-53.83004,-25.110832,658.9
-53.83004017,-25.11083183,658.9
-53.83004017,-25.11083183,658.9
-53.83004017,-25.11083183,658.9
-53.8300405,-25.1108315,659
-53.83004067,-25.11083133,659.1
-53.83004083,-25.110831,659.2
-53.83004083,-25.110831,659.3
-53.830041,-25.110831,659.4
-53.830041,-25.11083117,659.5
-53.830041,-25.11083117,659.6
-53.83004117,-25.11083117,659.6
-53.83004133,-25.11083083,659.7
-53.83004133,-25.11083083,659.8
-53.83004117,-25.11083067,659.9
-53.83004117,-25.11083067,660
-53.83004117,-25.11083083,660.1
-53.83004117,-25.110831,660.1
-53.830041,-25.110831,660.1
-53.830041,-25.11083083,660.1
